,enseigne,url,nom,marque,quantite,poids_volume,unite,poids_volume_total,descriptif,ingredients,conservation,valeurs_energetiques,origine,prix,prix_poids
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-four-a-pierre-chorizo-buitoni-390g-buitoni,186227,101,771,3371.htm",PIZZA FOUR A PIERRE CHORIZO BUITONI,BUITONI,1,,G,390,"Pizza avec pate cuite sur pierre composee de belles tranches de chorizo, jambon, fromage fondant, sur une delicieuse sauce tomate cuisinee, relevee d'une pointe de basilic et d'origan.","Garniture (59%) : pulpe de tomates concentree (20%), fromages (19%) (emmental 9,5%, edam 9,5%), eau, jambon cuit gout fume (14,5%) (jambon de porc, eau, gelatine de porc, stabilisants : polyphosphates, sel, sirop de glucose, gelifiant : E407a, aromes, arome de fumee, anti-oxydant : erythorbate de sodium, conservateur : nitrite de sodium, fumee), huiles vegetales, oignons, amidon modifie de pomme de terre, proteines de lait, herbes aromatiques (basilic, persil, origan), sucre, sel, poudre de betterave rouge, aromes, colorant : E160a, extrait naturel de poivre.Pate cuite (41%) : farine de ble, eau, levure boulangere, huile de tournesol, levain de seigle et de ble (soja), sel, sucre, extrait de malt d'orge.",A conserver a -18C.,"Valeurs energetiques pour 100g : 948 kj, 226 kcal ; proteines 10,6g ; glucides 22,7g ; lipides 10g.",,"2,85","7,31"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-fraich-up-royale-buitoni-600g-buitoni,19491,101,771,3371.htm",PIZZA FRAICH'UP ROYALE BUITONI,BUITONI,1,,G,600,"Pizza au jambon, fromage et champignons, surgelee","Pate crue 58,3%: farine de ble, eau, huile de tournesol, levure boulangere, sel, sucre, malt d'orge, poudres a lever (diphosphate disodique, bicarbonate de sodium).Garniture 41,7%: jambon cuit gout fume26%* ( jambon de porc , eau ,stabilisant : polyphosphates ,gelatine de porc ,conservateurs : sel nitrite ,glucose ,sel ,gelifiant : E407a ,aromes ,antioxygene : isoascorbate de sodium),fromages 28%* ( edam ,mozzarella) , eau, champignons 13%*, concentre de tomate ,sucre ,amidon transforme de pomme de terre , sel , origan ,extraits d'epices ( poivre , cumin ), poudre de chili ,extrait d'ail.","24 H dans un refrigerateur 3 jours dans le compartiment a glace d'un refrigerateur plusieurs mois dans le compartiment a - 18 d'un refrigerateur 3 etoiles ou dans un congelateur Et ce, au moins jusqu'a la date indiquee sur le paquet.","Valeur energetique pour 100g : 199kcal soit 840kjlipides : 5,1g, glucides : 28.5g, proteines : 9.1g",,"4,95","8,25"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-fraich-up-fromage-buitoni-600g-buitoni,19501,101,771,3371.htm",PIZZA FRAICH'UP FROMAGE BUITONI,BUITONI,1,,G,600,"Pizza aux trois fromages : emmental, edam et mozzarella","Pate crue 59.2%: farine de ble, eau, huile de tournesol, levure boulangere, sel, sucre , malt d'orge, poudres a lever (diphosphate disodique, bicarbonate de sodium).Garniture 40.8%: fromages 72 %*(emmental 24%* ,mozzarella 24%* ,edam 24% *) ,concentre de tomate reconstitue ( concentre de tomate , eau ) ,sucre ,basilic, amidon transforme de pomme de terre, sel , ,extrait d'epices ( cumin, poivre) , poudre de chili , extrait d'ail .","24 H dans un refrigerateur 3 jours dans le compartiment a glace d'un refrigerateur plusieurs mois dans le compartiment a - 18 d'un refrigerateur 3 etoiles ou dans un congelateur Et ce, au moins jusqu'a la date indiquee sur le paquet.","Valeur energetique pour 100g: 234 Kcal Lipides : 9,1g, glucides : 26,7g, Proteines : 11,1g",,"4,95","8,25"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-fraich-up-supreme-viande-buitoni-590g-buitoni,200669,101,771,3371.htm",PIZZA FRAICH'UP SUPREME VIANDE BUITONI,BUITONI,1,,G,590,"Pizza crue, surgelee, au poulet, au boeuf et pepperoni.","Pate crue (59,3%) : farine de ble, eau, huile de tournesol, levure boulangere, sel, sucre, extrait de malt d'orge, poudres a lever (diphosphate disodique, bicarbonate de sodium). Garniture (40,7%) : fromage (edam, colorant : E160a) , mozzarella), eau, viande de poulet cuite (15%)*, viande de boeuf cuite (11,5%)*, concentre de tomates, pepperoni (6,5%)* (viande de porc 4,7%)*, bacon de porc, sel, sucre, epices et extraits d'epices, antioxydants : E300, conservateur : E250, fumee), oignons, huile de tournesol, sucre, tomate en poudre, amidon modifie de pomme de terre, sel, poudre de chili, pulpe d'ail, paprika, origan, extraits d'epices (cumin, poivre), extrait d'ail. Peut contenir des traces de moutarde. *: % exprimes par rapport a la garniture,",A conserver a -18C.,"Valeurs moyennes pour 100g : 910 kj, 216 kcal ; proteines 10,8g ; glucides 27,8g dont sucres 3,1g ; lipides 6,5g dont satures 2,6g ; fibres 1,6g ; sodium 0,51g.",,"4,95","8,39"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-pizza-fraich-up-so-creamy-fromage-intense-buitoni-580g-buitoni,216275,101,771,3371.htm",PIZZA FRAICH'UP SO CREAMY FROMAGE INTENSE BUITONI,BUITONI,1,,G,580,Pizza avec une garniture douce a base de creme fraiche relevee par l'intensite du fromage bleu.,"Pate crue (59,3%): farine de ble, eau, huile de tournesol, levure boulangere, sel, sucre, extrait de malt dorge, poudres a lever (diphosphate disodique, bicarbonate de sodium).Garniture (40,7%): fromages (67%)*(edam (colorant: E160a) 36,5%, mozzarella 18%*, bleu 12,5%*), creme fraiche (16%)*, eau, huile de tournesol, amidon modifie de pomme de terre, basilic, origan, persil, sel, extrait de poivre. *: % exprimes par rapport a la garniture",Conserver plusieurs mois dans un congelateur jusqu'a la date indiquee sur l'etui. 3 jours dans le compartiment a glace d'un refrigerateur. Ne pas recongeler le produit une fois qu'il a ete decongele.,"Valeurs moyennes pour 100g: energie 257kcal, proteines 10.9g, glucides 26.8g, lipides 11.5g.",,"5,25","9,05"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-tourte-deux-saumons-et-brocolis-labeyrie-500g-labeyrie,186289,101,771,3381.htm",TOURTE DEUX SAUMONS ET BROCOLIS LABEYRIE,LABEYRIE,1,,G,500,"Tourte gourmande au saumon et saumon fume, fleurettes de brocolis et sa pointe de Riesling, surgelee.","Pate feuilletee : farine de ble, margarine (matieres grasses vegetales, eau, sel, emulsifiants : mono et diglycerides dacides gras, correcteur dacidite : acide citrique), eau, jaune et blanc d'uf, sel.Garniture aux 2 saumons, brocolis, vin blanc Riesling: saumon 30%, brocolis 21%, puree de brocolis 13%(brocolis, amidon modifie), creme (creme, stabilisant : carraghenanes), saumon fume 5,1% (saumon, sel) carotte, vin blanc Riesling 3,6%(Riesling, conservateurs : sulfites), preparation deshydratee pour sauce type bechamel (amidon modifie, lactoserum, matiere grasse vegetale, amidon de ble, sel, epaississant : alginate de sodium, proteines de lait, lait ecreme en poudre, sirop de glucose, epices), oignon, jus de citron , soupe de poisson (tomate, farine de ble, poudre de poisson, huile vegetale, sel, amidon modifie de ble, aromes naturels, maltodextrine, epices et aromate, epaississant : gomme xanthane, extrait de crustaces, extrait de vin blanc), huile d'olive vierge extra, sel. Pourcentages exprimes sur la garniture. CONTIENT : anhydrides sulfureux, cereales contenant du gluten, crustaces, lait, uf, poissonPEUT CONTENIR : celeri, fruits a coque, graines de sesame, moutarde, soja, mollusques.",A conserver a -18C.,Energie pour 100g: 1107 Kj / 266 Kcal.,,"6,90","13,80"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-mini-quiches-lorraine-x8-auchan-800g-auchan,134231,101,771,3381.htm",MINI QUICHES LORRAINE AUCHAN,AUCHAN,8,,G,800,Mini quiches Lorraine surgelee.,"Garniture 64% : eau, oeufs frais 19,3%, poitrine fumee 11,3% (poitrine de porc, sel, dextrose, acidifiant : lactate de sodium, conservateurs : erythorbate de sodium - nitrite de sodium), jambon 7,5% (jambon de porc, couenne, eau, sel, gelatine de porc, stabilisant : carraghenanes - diphosphate disodique et tetrapotassique, lactose, sirop de glucose, dextrose, aromes, conservateurs : erythorbate de sodium - nitrite de sodium), creme fraiche 6,6%, emmental 4,5%, lactose et proteines de lait, amidon de riz, fecule de pommes de terre, aromes, sel. Pourcentages exprimes sur la garniture) Pate 36% : farine de ble, margarine vegetale (graisses et huiles vegetales non hydrogenees, eau, sel, emulsifiant : mono et diglycerides dacides gras, correcteurs dacidite : acide citrique et citrate de sodium), eau, fecule de pommes de terre, farine de riz, sel, dextrose. Presence possible de traces de poissons, crustaces, mollusques, moutarde et celeri.",A conserver a -18C.,,,"5,15","6,44"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-tarte-au-chevre-auchan-400g-auchan,2721,101,771,3381.htm",TARTE AU CHEVRE AUCHAN,AUCHAN,1,,G,400,"Tarte au fromage de chevre, tomates, epinards.","Garniture (62,5%) : tomates 23%, lait, fromage frais, fromage de chevre 15%, oeufs frais, epinards 7,5%, eau, farine de ble, amidon modifie de mais, huile de tournesol, basilic, amidon modifie de pomme de terre, arome, sel, extraits naturels de poivre et de muscade, poudres a lever : pyrophosphate acide de sodium, bicarbonate de soude, amidon de ble. (pourcentages exprimes sur la garniture). Pate (37,5%) : Farine de ble, margarine vegetale (graisses et huiles vegetales de palme et colza, eau, sel, emulsifiants : mono et diglycerides d'acides gras, acidifiant : acide lactique), eau, fecule de pomme de terre, creme de riz, sel, dextrose, extrait naturel de poivre.",* 24 heures au refrigerateur. ** 3 jours au compartiment a glace du refrigerateur. *** jusqua la date indiquee sur lemballage au congelateur a-18C. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100g :  883 KJ, 212  Kcal ; Proteines : 6 ;  Glucides : 18,1 ; Lipides : 12,8",,"2,30","5,75"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-quiche-lorraine-auchan-400g-auchan,52141,101,771,3381.htm",QUICHE LORRAINE AUCHAN,AUCHAN,1,,G,400,Quiche lorraine surgelee 400g,"Garniture (68%) : eau, oeufs entiers (20.5%), creme fraiche (17.5%), jambon cuit standard (12.5%) (jambon de porc, couenne, eau, sel, gelatine de porc, stabilisants : carraghenanes - diphosphate disodique, lactose, sirop de glucose, dextrose, aromes, conservateurs : erythorbate de sodium - nitrite de sodium), emmental (7.5%), lardelles fumees au bois de hetre (5%) (poitrine de porc, sel, dextrose, acidifiant : acide citrique, conservateurs : erythorbate de sodium - nitrite de sodium), poitrine fumee (4%) (poitrine de porc, eau, sel, acidifiant : lactate de sodium, dextrose, conservateurs : erythorbate de sodium - nitrite de sodium), amidon transforme de mais, lactose et proteines de lait, aromes, extrait de levure, epaississant : gomme Xanthane. (Pourcentages exprimes sur la garniture)Pate 32% : farine de ble, margarine (huiles et graisses de palme et de tournesol, eau, sel, emulsifiant : mono et di-glycerides d'acides gras, correcteurs d'acidite : acide citrique - citrates de sodium), eau, farine de riz, sel, dextrose.Traces eventuelles de poissons, crustaces, mollusques, moutarde et celeri.",*24 heures au refrigerateur **3 jours au compartiment a glace du refrigerateur ***jusqu'a la date indiquee sur lemballage au congelateur a 18C. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100 g : 1116 KJ, 268 Kcal ; Proteines : 8,1 ; Glucides : 20,2 ; Lipides : 17",,"2,30","5,75"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-tarte-aux-fromages-auchan-400g-auchan,134541,101,771,3381.htm",TARTE AUX FROMAGES AUCHAN,AUCHAN,1,,G,400,"Tarte aux fromages  aux ufs frais 400g, surgelee.","Garniture 68% : Eau, emmental (24%), ufs frais (17.5%), farine de ble, creme fraiche (3.8%), fromage blanc, lactose et proteine de lait,  Comte (3%), Parmesan (1.6%), Beaufort (1%), amidon transforme, sel, arome, poudre a lever : carbonate acide de sodium. (Pourcentages exprimes sur la garniture).Pate 32% :  farine de ble, margarine (huiles et graisses vegetales de palme et de tournesol, eau, sel, emulsifiant : mono et diglycerides dacides gras, correcteurs dacidite : acide citrique - citrates de sodium), eau, farine de riz, sel, dextrose.Traces eventuelles de poissons, crustaces, mollusques, moutarde et celeri.",*24 heures au refrigerateur **3 jours au compartiment a glace du refrigerateur ***jusqu'a la date indiquee sur lemballage au congelateur a 18C. Ne jamais recongeler un produit decongele.,"Valeur energetique pour 100 g : 1144 KJ, 274 Kcal ; Proteines : 11 ; Glucides : 19 ; Lipides : 17",,"2,30","5,75"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-tarte-aux-poireaux-auchan-400g-auchan,134481,101,771,3381.htm",TARTE AUX POIREAUX AUCHAN,AUCHAN,1,,G,400,Tarte aux poireaux surgelee,"Garniture 68 % : poireaux cuits 29,5%, eau, creme fraiche 19,5%, ufs entiers 9,5%, fromage blanc, emmental 4%, farine de ble, fecule de pomme de terre, sel, dextrose, aromes, paprika. (Pourcentages exprimes sur la garniture)Pate 32 % : farine de ble, margarine (huiles et graisses vegetales de palme et de tournesol, eau, sel, emulsifiant : mono et diglycerides dacides gras, correcteurs dacidite : acide citrique - citrates de sodium), eau, farine de riz, sel, dextrose.Traces eventuelles de poissons, crustaces, mollusques, moutarde et celeri.",* 24 heures dans le refrigerateur ** 3 jours dans le compartiment a glace du refrigerateur *** Plusieurs mois dans le compartiment a -18C dun congelateur.,"Valeur energetique pour 100 g : 917 KJ, 220 Kcal : Proteines : 5 ; Glucides : 18 ; Lipides : 13,9",,"2,30","5,75"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-tarte-saumon-poireaux-auchan-400g-auchan,94751,101,771,3381.htm",TARTE SAUMON POIREAUX AUCHAN,AUCHAN,1,,G,400,Tarte garnie d'une sauce agrementee de saumon et de poisson,"Pate (140g) : farine de ble, margarine vegetale (graisse de palme et huile de colza, eau, sel, emulsifiants : mono et diglycerides d'acides gras, acidifiant : acide citrique, colorant : carotenoides naturels), eau, fecule de pomme de terre, creme de riz, sel, dextrose, extrait naturel de poivre. Garniture (260g) : Saumon (29%), eau, poireaux (15%), oeufs frais, fromage frais, creme fraiche, lactose et proteines de lait, Vermouth, creme de riz, farine de ble, sel, extraits naturels de poivre et d'echalote, arome. (Pourcentages exprimes sur 100g de garniture)",* 24 heures au refrigerateur ** 3 jours au compartiment a glace du refrigerateur *** jusqua la date indiquee sur lemballage au congelateur a-18C. Ne jamais recongeler un produit.,"Valeur energetique pour 100g :  847,6 KJ, 202,7  Kcal ; Proteines : 10,7 ;  Glucides : 15 ; Lipides : 11,1",,"2,30","5,75"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-tarte-provencale-auchan-400g-auchan,179111,101,771,3381.htm",TARTE PROVENCALE AUCHAN,AUCHAN,1,,G,400,Tarte garnie de legumes surgelee,"Garniture 68% : tomates cerises 25%, eau, oeufs frais 17%, creme fraiche, poivrons jaunes et rouges grillees 8%, oignons 3%, courgettes grillees 3%, amidons transformes, huile d'olive vierge extra, basilic, ail, lactose et proteines de lait, aromes, sel, extrait de levure. (pourcentages exprimes sur la garniture)Pate 32% : farine de ble, margarine vegetale (huile de palme et de tournesol, eau, sel, emulsifiant : mono et diglycerides dacides gras ; correcteurs d'acidite : acide citrique, citrate de sodium), eau, farine de riz, sel, dextrose.Traces eventuelles de poissons, crustaces, mollusques, celeri et moutarde.",,"Valeur energetique pour 100 g : 966 KJ, 232 Kcal : Proteines : 4,7 ; Glucides : 21,1 ; Lipides : 14",,"2,30","5,75"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-escalopes-de-poulet-800g-,162079,101,781,3391.htm",ESCALOPES DE POULET,,1,,G,800,"Escalopes de poulet crues, marinees nature.","Filet de poulet (87%), marinade (13%), eau, sel, stabilisants  : diphosphates et triphosphates).",A conserver  jusqu'a la date indiquee sur l'emballage au congelateur a -18C. Ne jamais recongeler un produit decongele.,"Pour 100 g : valeurs energetiques : 537 kj soit 127 kcal, proteines : 26,6g, glucides : traces, lipides : 2,4g.",,"6,19","7,74"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cotes-de-porc-echine-jean-floc-h-900g-jean-floc-h,172967,101,781,3391.htm",COTES DE PORC ECHINE JEAN FLOC'H,JEAN FLOC'H,1,,G,900,Cotes de porc Echine surgelees en portion individuelles. Viande d'origine Francaise.,Cotes de porc.,A conserver jusqu'a la date indiquee sur l'emballage au congelateur a -18C.,,,"4,70","5,22"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-steak-hache-100-pur-boeuf-x4-auchan-400g-auchan,134581,101,781,3401.htm",STEAK HACHE 100% PUR BOEUF AUCHAN,AUCHAN,4,,G,400,4 Steak hache 100% pur boeuf. 5% de matiere grasse. 400 grammes Auchan,100% viande de buf,A conserver a -18C,"Valeur energetique pour 100g : 612 kj, 145 kcal ; proteines 25,1g ; glucides 0g ; lipides 5g.",,"5,14","12,85"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-steack-hache-100-pur-boeuf-x10-auchan-1kg-auchan,156451,101,781,3401.htm",STEACK HACHE 100% PUR BOEUF AUCHAN,AUCHAN,10,,KG,1,"Steaks haches 100% pur boeuf, 15% de matiere grasse. 1kg Auchan",100% viande bovine.Rapport tissu conjonctif sur proteines de viande inferieur a 15%.Pourcentage de matiere grasse inferieur a 15%.Origine France. Elabore en France.,*24 heures au refrigerateur**3 jours au compartiment a glace du refrigerateur***jusqu'a la date indiquee sur l'emballage au congelateur a - 18 CNe jamais recongeler un produit decongele,"Valeur energetique pour 100g : 887 KJ, 213 kcal ; Proteines 19g, Glucides 0,5g, Lipides 15g.",,"6,48","6,48"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-steaks-haches-100-pur-boeuf-15-mg-4x100g-auchan-auchan,222672,101,781,3401.htm",STEAKS HACHES 100% PUR BOEUF 15% MG,AUCHAN,4,100,G,,"Steaks haches 100% pur boeuf (origine France elabores en France), surgeles.",100% viande bovine.Pourcentages de matieres grasses inferieur a 15%.Rapport collagene sur proteines de viande inferieur a 15%.,A conserver a -18C.,"Valeurs moyennes pour 100g : energie 878kJ (211kcal), proteines 19g, glucides 0g,  lipides (dont satures 6.2g), fibres 0g, sel 0.30g.",,"4,34","10,85"
